id,name,alias,iata,icao,callsign,country,is_active
4562,"Swiftair","","","SWT","SWIFT","Spain",0
4563,"Swiss European Air Lines","Swiss European","","SWU","EUROSWISS","Switzerland",1
4564,"Swe Fly","","WV","SWV","FLYING SWEDE","Sweden",1
4565,"Shovkoviy Shlyah","","S8","SWW","WAY AERO","Ukraine",0
4566,"Swazi Express Airways","","","SWX","SWAZI EXPRESS","Swaziland",0
4567,"Sky Jet","","","SWY","SWISSLINK","Switzerland",0
4568,"Servair","","","SWZ"," Private Charter","SWISSBIRD",0
4569,"Southern Cross Aviation","","","SXA","FERRY","United States",0
4570,"Sky Exec Aviation Services","","","SXC","SKY EXEC","Nigeria",0
4571,"Southeast Express Airlines","","","SXE","DOGWOOD EXPRESS","United States",0
4572,"Servicios Aereos Sepecializados Mexicanos","","","SXM","SERVIMEX","Mexico",0
4573,"SunExpress","","XQ","SXS","SUNEXPRESS","Turkey",1
4574,"Servicios De Taxi Aereo","","","SXT","SERTA","Mexico",0
4575,"Satellite Aero","","","SXX","SATELLITE EXPRESS","United States",0
4576,"Safari Express Cargo","","","SXY","SAFARI EXPRESS","Kenya",0
4577,"Skyways","","","SYA","LINEAS CARDINAL","Argentina",0
4578,"Systec 2000","","","SYC","SYSTEC","United States",0
4579,"Sheba Aviation","","","SYE","","Yemen",0
4580,"Sky One Express Airlines","","","SYF","SKY FIRST","United States",0
4581,"Synergy Aviation","","","SYG","SYNERGY","United Kingdom",0
4582,"Sonalysts","","","SYI","","United States",0
4583,"Slate Falls Airways","","","SYJ","","Canada",0
4584,"Satsair","","","SYK","AEROCAB","United States",0
4585,"Syncrude Canada","","","SYN","SYNCRUDE","Canada",0
4586,"Syrian Arab Airlines","","RB","SYR","SYRIANAIR","Syrian Arab Republic",1
4587,"Shawbury Flying Training Unit","","","SYS","SHAWBURY","United Kingdom",0
4588,"Special Aviation Systems","","","SYV","SPECIAL SYSTEM","United States",0
4589,"Skywalk Airlines","","AL","SYX","SKYWAY-EX","United States",1
4590,"Silk Way Airlines","","ZP","AZQ","SILK LINE","Azerbaijan",0
4591,"South African Historic Flight","","","SYY","SKY COACH","South Africa",0
4592,"Servicios Aeronauticos Z","","","SZT","AERO ZEE","Mexico",0
4593,"Specavia Air Company","","","BHV","AVIASPEC","Russia",0
4594,"Starair","","","BLY","BLARNEY","Ireland",0
4595,"Sundance Air","","","BNC","BARNACLE AIR","United States",0
4596,"Samara Airlines","","E5","BRZ","BERYOZA","Russia",0
4597,"Spark+ Joint-Stock Company","","","BVV","SPARK","Russia",0
4598,"Swedish Civil Aviation Administration","","","CBN","CALIBRATION","Sweden",0
4599,"Shandong Airlines","","SC","CDG","SHANDONG","China",1
4600,"Spectrem Air","","","CDS","SPECDAS","South Africa",0
4601,"Servicios Aereos Centrales","","","CEE","CENTRA AEREOS","Mexico",0
4602,"Swedish Airlines","","","CFL","SWEDISH","Sweden",0
4603,"Seagle Air","","","CGL","SEAGLE","Slovakia",0
4604,"Sirius-Aero","","","CIG","SIRIUS AERO","Russia",0
4605,"Sunwest Home Aviation","","","CNK","CHINOOK","Canada",0
4606,"SAS Braathens","","","CNO","SCANOR","Norway",1
4607,"Spring Airlines","","9S","CQH","AIR SPRING","China",1
4608,"Sichuan Airlines","","3U","CSC","SI CHUAN","China",1
4609,"Shanghai Airlines","","FM","CSH","SHANGHAI AIR","China",1
4610,"Shuangyang General Aviation","","","CSY","SHUANGYANG","China",0
4611,"Shenzhen Airlines","","ZH","CSZ","SHENZHEN AIR","China",1
4612,"Shanxi Airlines","","8C","CXI","SHANXI","China",0
4613,"Sioux Falls Aviation","","","DKT","DAKOTA","United States",0
4614,"Servicios Aereos Elite","","","DKY","DAKOY","Spain",0
4615,"Servicios Aereos Denim","","","DNI","AERO DENIM","Mexico",0
4616,"Swiss Eagle","","","EAB","SWISS EAGLE","Switzerland",0
4617,"Skypower Express Airways","","","EAN","NIGERIA EXPRESS","Nigeria",0
4618,"Scenic Air","","","ENR","","Namibia",0
4619,"Sun D'Or","","7L","ERO","ECHO ROMEO","Israel",1
4620,"SkyEurope","","NE","ESK","RELAX","Slovakia",1
4621,"Sunshine Express Airlines","","CQ","EXL","","Australia",0
4622,"South African Express","","","EXY","EXPRESSWAYS","South Africa",0
4623,"Stuttgarter Flugdienst","","","FFD","FIRST FLIGHT","Germany",0
4624,"Shalom Air Services","","","FFH","PEACE AIR","Nigeria",0
4625,"Silverjet","","","FJE","ENVOY","United Kingdom",0
4626,"Sky Bus","","","FLH","MILE HIGH","United States",0
4627,"South Coast Aviation","","","GAD","SOUTHCOAST","United Kingdom",0
4628,"Servicios Aereos Gadel","","","GDE","GADEL","Mexico",0
4629,"S.P. Aviation","","","GDG","GOLDEN GATE","United States",0
4630,"Seba Airlines","","","GIK","SEBA","Guinea",0
4631,"Servicios Aereos Gana","","","GNA","SERVIGANA","Mexico",0
4632,"Sky Wings Airlines","","","GSW","","Greece",0
4633,"Star XL German Airlines","","","GXL","STARDUST","Germany",0
4634,"Skyhaul","","","HAU","SKYHAUL","Japan",0
4635,"Starship","","","HIP","STARSA","Mexico",0
4636,"Servicios Ejecutivos Gosa","","","HJE","GOSA","Mexico",0
4637,"Superior Aviation","","SO","HKA","SPEND AIR","United States",0
4638,"Samaritan Air Service","","","HLO","HALO","Canada",0
4639,"Skyraidybos Mokymo Centras","","","HRI","HELIRIM","Lithuania",0
4640,"Sky Europe Airlines","","","HSK","MATRA","Slovakia",1
4641,"Svenska Direktflyg","","","HSV","HIGHSWEDE","Sweden",0
4642,"Sky Helicopteros","","","HSY","HELISKY","Spain",0
4643,"Skytaxi","","","IGA","IGUANA","Poland",0
4644,"Silvair","","","IJS","","United States",0
4645,"Servicios Aereos Ilsa","","","ILS","SERVICIOS ILSA","Mexico",0
4646,"Sincom-Avia","","","INK","SINCOM AVIA","Ukraine",0
4647,"Safat Airlines","","","IRV","SAFAT AIR","Iran",0
4648,"Saha Airlines Services","","","IRZ","SAHA","Iran",0
4649,"Sunline Express","","","JAM","SUNTRACK","Kenya",0
4650,"Secure Air Charter","","","JCM","SECUREAIR","United States",0
4651,"Sark International Airways","","","JIM","SARK","United Kingdom",0
4652,"Spanair","","JK","JKK","SPANAIR","Spain",1
4653,"Salem","","","KKS","KOKSHE","Kazakhstan",0
4654,"Servicios Aereos Copters","","","KOP","COPTERS","Chile",0
4655,"Servicios Aereos Expecializados En Transportes Petroleros","","","KSP","SAEP","Colombia",0
4656,"Skybridge Airops","","","KYB","SKY AIROPS","Italy",0
4657,"Sky Aeronautical Services","","","KYR","SKY AERONAUTICAL","Mexico",0
4658,"Servicios Aereos Ejecutivos De La Laguna","","","LGU","LAGUNA","Mexico",0
4659,"Servico Leo Lopex","","","LLA","LEO LOPOZ","Mexico",0
4660,"Servicios Aereos Estrella","","","LLS","SERVIESTRELLA","Mexico",0
4661,"South African Air Force","","","LMG","SOUTH AFRICAN","South Africa",0
4662,"Sky Limo Corporation","","","LMO","SKY LIMO","United States",0
4663,"SANSA","","","LRS","","Costa Rica",0
4664,"Spectrum Aviation Incorporated","","","LSP","AIR TONY","United Kingdom",0
4665,"SOS Helikoptern Gotland","","","MCG","MEDICOPTER","Sweden",0
4666,"Sundt Air","","","MDT","MIDNIGHT","Norway",0
4667,"Servicios Aereos Milenio","","","MLO","MILENIO","Mexico",0
4668,"SAAD (A320) Limited","","","MMS","MUSAAD AIR","Cayman Islands",0
4669,"Servicios Aereos Moritani","","","MRI","MORITANI","Mexico",0
4670,"San Juan Airlines","","2G","MRR","MARINER","United States",0
4671,"Servico Aereo Regional","","","MSG","SAR-REGIONAL","Mozambique",0
4672,"Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica","","","MSP","SEGURIDAD","Costa Rica",0
4673,"Servicios Aereos MTT","","","MTG","","Mexico",0
4674,"Sabre Pacific","","1Z","","","Australia",0
4675,"Sabre","","1S","","","United States",0
4676,"Sierra Nevada Airlines","","1I","","","United States",0
4677,"Siren-Travel","","1H","","","Russia",0
4678,"Sirena","","1Q","","","Russia",0
4679,"Sky Trek International Airlines","","1I","","","",0
4680,"Southern Cross Distribution","","1K","","","Australia",0
4681,"Sutra","","1K","","","United States",0
4682,"SNCF","","2C","","","France",0
4683,"Star Equatorial Airlines","","2S","","","Guinea",0
4684,"Seulawah Nad Air","","","NAD","SEULAWAH","Indonesia",0
4685,"Servicios Aereos del Nazas SA de CV","","","NAZ","NAZAS","Mexico",0
4686,"Simpson Air Ltd","","","NCS","COMMUTER-CANADA","Canada",0
4687,"Spirit Airlines","","NK","NKS","SPIRIT WINGS","United States",1
4688,"Servicios Aereos Latinoamericanos","","","NON","SERVICIOS LATINO","Mexico",0
4689,"Servicios Aereos Monarrez","","","NRZ","MONARREZ","Mexico",0
4690,"Societe De Transport Aerien De Mauritanie","","","NSC","TRANS-SOCIETE","Mauritania",0
4691,"SATENA","","9R","NSE","SATENA","Colombia",1
4692,"Servicios Aereos Del Norte","","","NTB","SERVINORTE","Mexico",0
4693,"Servicios Intergrales De Aviacion","","","NTG","INTERGRALES","Mexico",0
4694,"Slok Air Gambia","","S0","OKS","SLOK GAMBIA","Gambia",0
4695,"Soko Aviation","","","OKT","SOKO AIR","Spain",0
4696,"Solar Cargo","","","OLC","SOLARCARGO","Venezuela",0
4697,"Soloflight","","","OLO","SOLO","United Kingdom",0
4698,"Sonnig SA","","","ONG","SONNIG","Switzerland",0
4699,"Sosoliso Airlines","","SO","OSL","SOSOLISO","Nigeria",0
4700,"Servicios Aereos Noticiosos","","","OSS","NOTICIOSOS","Mexico",0
4701,"South Airlines","","","OTL","SOUTHLINE","Ukraine",0
4702,"Skywest Airlines","","","OZW","OZWEST","Australia",1
4703,"Sokol","","","PIV","AEROSOKOL","Russia",0
4704,"South Carolina Aeronautics Commission","","","PLT","PALMETTO","United States",0
4705,"Servicios Aereos Premier","","","PMR","SERVICIOS PREMIER","Mexico",0
4706,"Survey Udara (Penas)","","","PNS","PENAS","Indonesia",0
4707,"Servicios Aereos Poblanos","","","POB","POBLANOS","Mexico",0
4708,"Servicios Aereos Profesionales","","","PSV","PROSERVICIOS","Dominican Republic",0
4709,"Southeastern Airways","","","PTM","POSTMAN","United States",0
4710,"Spurwing Airlines","","","PUR","SPURWING","South Africa",0
4711,"Sky Trek International Airlines","","1I","PZR","PHAZER","United States",0
4712,"Shandong Airlines Rainbow Jet","","","RBW","CAI HONG","China",0
4713,"SA Airlink Regional","","","REJ","REGIONAL LINK","South Africa",0
4714,"Servicio Aereo Regional Regair","","","RER","REGAIR","Ecuador",0
4715,"Scoala Superioara De Aviatie Civila","","","RFT","ROMANIAN ACADEMY","Romania",0
4716,"Servicios Aereos Regiomontanos","","","RGC","REGIOMONTANO","Mexico",0
4717,"S-Air","","","RLS","S-AIRLINES","Russia",0
4718,"Servicios De Rampa Y Mostrador","","","RMP","SERAMSA","Mexico",0
4719,"SNAS Aviation","","","RSE","RED SEA","Saudi Arabia",0
4720,"Skybus Airlines","","SX","SKB","SKYBUS","United States",0
4721,"Skymaster Air Lines","","","SKC","SKYMASTER AIR","United States",0
4722,"Sky Harbor Air Service","","","SKD","SKY DAWG","United States",0
4723,"Sky Tours","","","SKE","SKYISLE","United States",0
4724,"Sakaviaservice","","","AZG","SAKSERVICE","Georgia",0
4725,"Skycraft","","","SKF","SKYCRAFT","United States",0
4726,"Skycraft Air Transport","","","SKG","SKYCRAFT-CANADA","Canada",0
4727,"Skyking","","","SKI","SKYKING","United Kingdom",0
4728,"SkyKing Turks and Caicos Airways","","RU","SKI","SKYKING","Turks and Caicos Islands",0
4729,"Skylink Aviation","","","SKK","SKYLINK","Canada",0
4730,"Skycharter (Malton)","","","SKL","SKYCHARTER","Canada",0
4731,"Skyline Aviation Services","","","SKN","SKYLINER","United States",0
4732,"Scottish Airways Flyers","","","SKO","SKYWORK","United Kingdom",0
4733,"Skyscapes Air Charters","","","SKR","SKYSCAPES","South Africa",0
4734,"Sky Service","","","SKS","SKY SERVICE","Belgium",0
4735,"Santa Barbara Airlines","","S3","BBR","SANTA BARBARA","Venezuela",1
4736,"Skystar Airways","","","SKT","SKY YOU","Thailand",0
4737,"Sky Airline","","H2","SKU","AEROSKY","Chile",1
4738,"SkyWest","","OO","SKW","SKYWEST","United States",1
4739,"Skyways Express","","JZ","SKX","SKY EXPRESS","Sweden",1
4740,"Skymark Airlines","","BC","SKY","SKYMARK","Japan",1
4741,"Skyway Enterprises","","","SKZ","SKYWAY-INC","United States",0
4742,"Sierra National Airlines","","LJ","SLA","SELAIR","Sierra Leone",0
4743,"Slok Air","","","SLB","SLOK AIR","Nigeria",0
4744,"Silver Air","","","SLD","SILVERLINE","Czech Republic",0
4745,"Streamline","","","SLE","SLIPSTREAM","South Africa",0
4746,"Starfly","","","SLF","ELISTARFLY","Italy",0
4747,"Saskatchewan Government","","","SLG","LIFEGUARD","Canada",0
4748,"Silverhawk Aviation","","","SLH","SILVERHAWK","United States",0
4749,"Servicios Aereos de Los Angeles","","","AGE","AEROANGEL","Mexico",0
4750,"SilkAir","","MI","SLK","SILKAIR","Singapore",1
4751,"Slovak Airlines","","6Q","SLL","SLOV LINE","Slovakia",0
4752,"Surinam Airways","","PY","SLM","SURINAM","Suriname",1
4753,"Sloane Aviation","","","SLN","SLOANE","United Kingdom",0
4754,"Salpa Aviation","","","SLP","SALPA","Sudan",0
4755,"Servicios Aereos Slainte","","","SLS","SERVICIOS SLAINTE","Mexico",0
4756,"Stella Aviation","","","SLV","AVISTELLA","Mauritania",0
4757,"Salama Airlines Nigeria","","","SLW","SALMA AIR","Nigeria",0
4758,"Sete Linhas Aereas","","","SLX","SETE","Brazil",0
4759,"Sky Line for Air Services","","","SLY","SKYCO","Sudan",0
4760,"Super Luza","","","SLZ","LUZA","Angola",0
4761,"SMA Airlines","","","SMA","SESAME","Nigeria",0
4762,"Sabang Merauke Raya Air Charter","","","SMC","SAMER","Indonesia",0
4763,"Servicios Aereos La Marquesa","","","SMD","SERVICIOS MARQUESA","Mexico",0
4764,"Servant Air","","8D","","","United States",0
4765,"Semos","","","SME","SEMICH","Kazakhstan",0
4766,"Smalandsflyg","","","SMF","GORDON","Sweden",0
4767,"Smithair","","","SMH","SMITHAIR","United States",0
4768,"Semeyavia","","","SMK","ERTIS","Kazakhstan",0
4769,"Smith Air (1976)","","","SML","SMITH AIR","Canada",0
4770,"Summit Airlines","","","SMM","SUMMIT-AIR","United States",0
4771,"Samar Air","","","SMQ","SAMAR AIR","Tajikistan",0
4772,"Somon Air","","","SMR","SOMON AIR","Tajikistan",0
4773,"Skyline","","","SMT","SKYLIMIT","Nigeria",0
4774,"Servicios Aerecs Del Sol","","","AOS"," S.A. de C.V.","AEROSOL",0
4775,"Senator Aviation Charter","","","SNA","SENATOR","Germany",0
4776,"Sterling Airlines","","NB","SNB","STERLING","Denmark",1
4777,"Servicios Aereos De Nicaragua (SANSA)","","","SNE","SANSA","Nicaragua",0
4778,"Shans Air","","","SNF","SHANS AIR","Russia",0
4779,"Senair Services","","","SNH","SENSERVICE","Senegal",0
4780,"Savanah Airlines","","","SNI","SAVANAHLINE","Nigeria",0
4781,"Skynet Asia Airways","","6J","SNJ","NEWSKY","Japan",1
4782,"Southeast Airlines (Sun Jet International)","","","SNK","SUN KING","United States",0
4783,"Soonair Lines","","","SNL","SOONAIR","United States",0
4784,"Servizi Aerei","","","SNM","SERVIZI AEREI","Italy",0
4785,"Sun Pacific International","","","SNP","SUN PACIFIC","United States",0
4786,"Sun Quest Executive Air Charter","","","SNQ","EXECU-QUEST","United States",0
4787,"Societe Centrafricaine De Transport Aerien","","","SNS","","Central African Republic",0
4788,"Suncoast Aviation","","","SNT","SUNCOAST","United States",0
4789,"Snunit Aviation","","","SNU","","Israel",0
4790,"Sudanese States Aviation","","","SNV","SUDANESE","Sudan",0
4791,"Sun West Airlines","","","SNW","SUN WEST","United States",0
4792,"Sun Air Aviation Services","","","SNX","SUNEX","Canada",0
4793,"Stabo Freight","","","SOB","STABO","Zambia",0
4794,"Southern Cargo Air Lines","","","SOC","","Russia",0
4795,"Southern Ohio Aviation Sales","","","SOH","SOUTHERN OHIO","United States",0
4796,"Southern Aviation","","","SOI","SOAVAIR","Zambia",0
4797,"Solomon Airlines","","IE","SOL","SOLOMON","Solomon Islands",1
4798,"Somali Airlines","","","SOM","SOMALAIR","Somali Republic",0
4799,"Sunshine Air Tours","","","SON","SUNSHINE TOURS","United States",0
4800,"Southern Air","","","SOO","SOUTHERN AIR","United States",0
4801,"Solinair","","","SOP","SOLINAIR","Slovenia",0
4802,"Sonair Servico Aereo","","","SOR","SONAIR","Angola",0
4803,"Southeast Correct Craft","","","SOT","SOUTH COURIER","United States",0
4804,"Southern Airways","","","SOU","SOUTHERN EXPRESS","United States",1
4805,"Saratov Aviation Division","","6W","SOV","SARATOV AIR","Russia",1
4806,"Sowind Air","","","SOW","SOWIND","Canada",0
4807,"Solid Air","","","SOX","SOLIDAIR","Netherland",0
4808,"Sat Airlines","","HZ","SOZ","SATCO","Kazakhstan",1
4809,"Sierra Pacific Airlines","","","SPA","SIERRA PACIFIC","United States",0
4810,"Springbok Classic Air","","","SPB","SPRING CLASSIC","South Africa",0
4811,"Skyworld Airlines","","","SPC","PORT","United States",0
4812,"Sprague Electric Company","","","SPE","SPRAGUE","United States",0
4813,"Space World Airline","","","SPF","SPACE WORLD","Nigeria",0
4814,"Springdale Air Service","","","SPG","SPRING AIR","United States",0
4815,"Sapphire Executive Air","","","SPH","SAPPHIRE-CHARTER","South Africa",0
4816,"South Pacific Island Airways","","","SPI","SOUTH PACIFIC","United States",1
4817,"Servicios Corporativos Aereos De La Laguna","","","SPL","CORPORATIVOS LAGUNA","Mexico",0
4818,"Skorpion Air","","","SPN","AIR SKORPIO","Bulgaria",0
4819,"Sapphire Aviation","","","SPP","SAPPHIRE","United States",0
4820,"Servicios Aereos Palenque","","","SPQ","SERVICOS PALENQUE","Mexico",0
4821,"Servicios Aereos Tribasa","","","TBS","TRIBASA","Mexico",0
4822,"Shuttle America","","S5","TCF","MERCURY","United States",1
4823,"SAAB Nyge Aero","","","TGT","TARGET","Sweden",0
4824,"Spark Air","","","THB","THAI SABAI","Thailand",0
4825,"S C Ion Tiriac","","","TIH","TIRIAC AIR","Romania",0
4826,"Starlite Aviation","","","TRL","STARSTREAM","South Africa",0
4827,"Servicios Aereos Corporativos","","","TRN","AEROTRON","Mauritania",0
4828,"Societe Tout Tranport Mauritanien","","","TTM","TOUT-AIR","Mauritania",0
4829,"Servicios Aereos Tamazula","","","TZU","TAMAZULA","Mexico",0
4830,"Shar Ink","","","UGP","SHARINK","Russia",0
4831,"Second Sverdlovsk Air Enterprise","","","UKU","PYSHMA","Russia",0
4832,"Servicios Aereos Universitarios","","","UNT","UNIVERSITARIO","Mexico",0
4833,"Skif-Air","","","USK","SKIF-AIR","Ukraine",0
4834,"Smarkand Aero Servise","","","USN","SAMAS","Uzbekistan",0
4835,"Samarkand Airways","","","UZS","SOGDIANA","Uzbekistan",0
4836,"Servicios Aereos Avandaro","","","VDO","AVANDARO","Mexico",0
4837,"Stichting Vliegschool 16Hoven","","","VGS","SMART","Netherlands",0
4838,"Silverback Cargo Freighters","","","VRB","SILVERBACK","Rwanda",0
4839,"Sirvair","","","VRS","VAIRSA","Mexico",0
4840,"Scat Air","","DV","VSV","VLASTA","Kazakhstan",1
4841,"Sunset Aviation","","","VXN","VIXEN","United States",0
4842,"Sport Air Travel","","","WCC","WEST COAST","United States",0
4843,"Swift Copters","","","WFC","SWIFTCOPTERS","Switzerland",0
4844,"Skyrover CC","","","WLK","SKYWATCH","South Africa",0
4845,"Safarilink Aviation","","","XLK","SAFARILINK","Kenya",0
4846,"SENEAM","","","XMX","SENEAM","Mexico",0
4847,"Southport Air Service","","","XPG","","United States",0
4848,"Spectrum Air Service","","","XSA","","United States",0
4849,"Stephenville Aviation Services","","","XSN","","Canada",0
4850,"Servicios Aereos Textra","","","XTA","TEXTRA","Mexico",0
4851,"Sector Airlines","","","XTR","EXTER","Canada",0
4852,"Skyplan Services","","","XXS","","Canada",0
4853,"Stewart Aviation Services","","","YBE","YELLOW BIRD","United States",0
4854,"Sirin","","R1","","","",0
4855,"Star Air","","S6","","","Denmark",0
4856,"Servicios Aereos Integrales / Flyant","","","FYA","FLYANT","Spain",0
4857,"State Flight Academy of Ukraine","","","UFA","FLIGHT ACADEMY","Ukraine",0
4860,"Trans Jet Airways","","","SWL","TRANSJET","Sweden",0
4861,"Turbot Air Cargo","","","TAC","TURBOT","Senegal",0
4862,"Tranporte Aereo Dominicano","","","TAD","TRANS DOMINICAN","Dominican Republic",0
4863,"TAME","","EQ","TAE","TAME","Ecuador",1
4864,"Trans International Express Aviation","","","BAP","BIG APPLE","United States",0
4865,"TAG Aviation USA","","","TAG","TAG U-S","United States",0
4866,"Talair","","","TAL","TALAIR","Papua New Guinea",0
4867,"TAM Brazilian Airlines","","JJ","TAM","TAM","Brazil",1
4868,"Transaustralian Air Express","","","AUC","AUSCARGO","Australia",0
4869,"TAP Portugal","TAP Air Portugal","TP","TAP","AIR PORTUGAL","Portugal",1
4870,"Tunisair","","TU","TAR","TUNAIR","Tunisia",1
4871,"Transportes Aereos Tauro","","","TAU","TRANSTAURO","Mexico",0
4872,"Travelair","","","TAX","TRAVELAIR","Germany",0
4873,"TNT Airways","","3V","TAY","QUALITY","Belgium",0
4874,"Transbrasil","","","TBA","TRANSBRASIL","Brazil",0
4875,"Turbine Air Cargo UK","","","TBC","","United Kingdom",0
4876,"Thunderbird Tours","","","TBD","ORCA","Canada",0
4877,"Tropical Airways","","M7","TBG","","Haiti",0
4878,"Trinity Air Bahamas","","","TBH","","Bahamas",0
4879,"TAB Express International","","","TBI","TAB INTERNATIONAL","United States",0
4880,"Taban Air Lines","","","TBM","TABAN AIR","Iran",0
4881,"Teebah Airlines","","","TBN","TEEBAH","Sierra Leone",0
4882,"Tubelair","","","TBR","TUBELAIR","Tunisia",0
4883,"Tobago Express","","","TBX","TABEX","Trinidad and Tobago",0
4884,"Tropican Air Services","","","TCA","TROPICANA","Egypt",0
4885,"Transporte del Caribe","","","TCB","TRANSCARIBE","Colombia",0
4886,"Trans Continental Airlines","","","TCC","TRANSCAL","Sudan",0
4887,"Tchad Airlines","","","TCD","TCHADLINES","Chad",0
4888,"Trans-Colorado Airlines","","","TCE","TRANS-COLORADO","United States",0
4889,"Thai Air Cargo","","T2","TCG","THAI CARGO","Thailand",1
4890,"Transcontinental Air","","","TCH","TRANS GULF","Bahrain",0
4891,"Teledyne Continental Motors","","","TCM","TELEDYNE","United States",0
4892,"Trans Continental Airlines","","","TCN","TRANSCON","United States",0
4893,"Transcorp Airways","","","TCP","TRANSCORP","United Kingdom",0
4894,"Transcontinental Sur","","","TCT","TRANS-CONT","Uruguay",0
4895,"Transglobal Airways Corporation","","","TCU","TRANSGLOBAL","Philippines",0
4896,"Thomas Cook Airlines","","FQ","TCW","THOMAS COOK","Belgium",1
4897,"Thomas Cook Airlines","","MT","TCX","KESTREL","United Kingdom",1
4898,"Twin Cities Air Service","","","TCY","TWIN CITY","United States",0
4899,"Tadair","","","TDC","TADAIR","Spain",0
4900,"Tellavia / Flight One","","","TDE","TELLURIDE","United States",0
4901,"Transportes Aereos de Ixtlan","","","TDI","TRANSIXTLAN","Mexico",0
4902,"Tandem Aero","","TQ","TDM","TANDEM","Moldova",0
4903,"TRADO","","","TDO","TRADO","Dominican Republic",0
4904,"Trade Air","","","TDR","TRADEAIR","Croatia",0
4905,"Taxi Aero Nacional Del Evora","","","TDV","TAXI EVORA","Mexico",0
4906,"Tradewinds Airlines","","","TDX","TRADEWINDS EXPRESS","United States",0
4907,"Tenir Airlines","","","TEB","TENIR AIR","Kyrgyzstan",0
4908,"Teamline Air","","L9","TLW","Teamline","Austria",0
4909,"Tecnicas Fotograficas","","","TEF","TECFOTO","Spain",0
4910,"Tempelhof Airways","","","TEH","TEMPELHOF","United States",0
4911,"Telford Aviation","","","TEL","TELFORD","United States",0
4912,"Tech-Mont Helicopter Company","","","TEM","TECHMONT","Slovakia",0
4913,"Tennessee Airways","","","TEN","TENNESSEE","United States",0
4914,"Territorial Airlines","","","TER","TERRI-AIRE","United States",0
4915,"TAES Transportes Aereos de El Salvador","","","TES","TAES","El Salvador",0
4916,"Transeuropean Airlines","","UE","TEP","TRANSEURLINE","Russia",0
4917,"Tepavia-Trans Airlines","","","TET","TEPAVIA","Moldova",0
4918,"Trans-Florida Airlines","","","TFA","TRANS FLORIDA","United States",0
4919,"Tair Airways","","","TFB","ROYAL TEE-AIR","Philippines",0
4920,"Talon Air","","","TFF","TALON FLIGHT","United States",0
4921,"Trabajos Aereos Murcianos","","","AIM","PIJO","Spain",0
4922,"Thai Flying Helicopter Service","","","TFH","THAI HELICOPTER","Thailand",0
4923,"Transport Facilitators","","","TFI","","United States",0
4924,"Transafrik International","","","TFK","","Sao Tome and Principe",0
4925,"Transportes Aereos del Pacifico","","","TFO","TRANSPORTES PACIFICO","Mexico",0
4926,"Thai Flying Service","","","TFT","THAI FLYING","Thailand",0
4927,"Transportes Aereos San Rafael","","","SRF","SAN RAFEAL","Chile",0
4928,"Tayside Aviation","","","TFY","TAYSIDE","United Kingdom",0
4929,"TG Aviation","","","TGC","THANET","United Kingdom",0
4930,"Trabajos Aereos","","","TGE","TASA","Spain",0
4931,"Transportes Aereos Regionales","","","TGI","TRANSPORTE REGIONAL","Mexico",0
4932,"TAG Aviation Espana","","","TGM","TAG ESPANA","Spain",0
4933,"Trigana Air Service","","","TGN","TRIGANA","Indonesia",1
4934,"Titan Airways","","ZT","AWC","ZAP","United Kingdom",0
4935,"Transport Canada","","","TGO","TRANSPORT","Canada",0
4936,"Tiger Airways","","TR","TGW","GO CAT","Singapore",1
4937,"Tiger Airways Australia","","TT","TGW","GO CAT","Australia",1
4938,"Transair Gabon]","","","TGX","TRANSGABON","Gabon",0
4939,"Trans Guyana Airways","","","TGY","TRANS GUYANA","Guyana",0
4940,"Thai Airways International","","TG","THA","THAI","Thailand",1
4941,"Tar Heel Aviation","","","THC","TARHEEL","United States",0
4942,"Toumai Air Tchad","","","THE","TOUMAI AIR","Chad",0
4943,"Touraine Helicoptere","","","THF","TOURAINE HELICO","France",0
4944,"Thai Global Airline","","","THG","THAI GLOBAL","Thailand",0
4945,"Thai Jet Intergroup","","","THJ","THAI JET","Thailand",0
4946,"Turk Hava Kurumu Hava Taksi Isletmesi","","","THK","HUR KUS","Turkey",1
4947,"Thai AirAsia","Thai Air Asia","FD","AIQ","THAI ASIA","Thailand",1
4948,"TACA De Honduras","","","THO","LEMPIRA","Honduras",0
4949,"Tehran Airline","","","THR","TEHRAN AIR","Iran",0
4950,"Thunder Airlines","","","THU","AIR THUNDER","Canada",0
4951,"Turkish Airlines","","TK","THY","TURKAIR","Turkey",1
4952,"Trans Helicoptere Service","","","THZ","LYON HELIJET","France",0
4953,"Trans International Airlines","","","TIA","TRANS INTERNATIONAL","United States",0
4954,"Travel International Air Charters","","","TIC","TRAVEL INTERNATIONAL","Zambia",0
4955,"Time Air","","","TIE","TIME AIR","Czech Republic",0
4956,"Tic Air","","","TIK","TICAIR","Australia",0
4957,"Tajikistan International Airlines","","","TIL","TIL","Tajikistan",1
4958,"TEAM Transportes Aereos","","","TIM","TEAM BRASIL","Brazil",0
4959,"Taino Tours","","","TIN","TAINO","Dominican Republic",0
4960,"Tesis","","","TIS","TESIS","Russia",0
4961,"Transcarga Intl Airways","","","TIW","TIACA","Venezuela",0
4962,"Tajikair","","","TJK","TAJIKAIR","Tajikistan",0
4963,"Tien-Shan","","","TJN","NERON","Kazakhstan",0
4964,"Tyrolean Jet Service","","","TJS","TYROLJET","Austria",0
